AB/PDNa,AB/PDCaT,AB/PDCaS,AB/PDA,AB/PDKCa,AB/PDKd,AB/PDH,AB/PDLeak,LPNa,LPCaT,LPCaS,LPA,LPKCa,LPKd,LPH,LPLeak,PYNa,PYCaT,PYCaS,PYA,PYKCa,PYKd,PYH,PYLeak,SynapsesAB-LP,SynapsesPD-LP,SynapsesAB-PY,SynapsesPD-PY,SynapsesLP-PD,SynapsesLP-PY,SynapsesPY-LP
na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
