AB/PDNa,AB/PDCaT,AB/PDCaS,AB/PDA,AB/PDKCa,AB/PDKd,AB/PDH,AB/PDLeak,LPNa,LPCaT,LPCaS,LPA,LPKCa,LPKd,LPH,LPLeak,PYNa,PYCaT,PYCaS,PYA,PYKCa,PYKd,PYH,PYLeak,SynapsesAB-LP,SynapsesPD-LP,SynapsesAB-PY,SynapsesPD-PY,SynapsesLP-PD,SynapsesLP-PY,SynapsesPY-LP
362.7200012207031 ,3.1566998958587646 ,7.617800235748291 ,26.908000946044922 ,11.1899995803833 ,53.24100112915039 ,0.007196399848908186 ,0.0016404000343754888 ,101.56999969482422 ,0.17116999626159668 ,9.623100280761719 ,30.759000778198242 ,6.446700096130371 ,107.30999755859375 ,0.01447799988090992 ,0.030573999509215355 ,395.6700134277344 ,5.279600143432617 ,3.4477999210357666 ,37.49599838256836 ,2.479599952697754 ,125.63999938964844 ,0.03758100047707558 ,0.007237699814140797 ,-7.309999942779541 ,-11.67300033569336 ,-16.5310001373291 ,-9.208700180053711 ,-7.815700054168701 ,-12.62399959564209 ,-8.593099594116211
